District,College,Course ID,Control Number,Course Title,Sections Count,TOP Code,Credit Status,Transfer Status,Maximum Units,Minimum Units,Basic Skills Status,SAM Status,Prior To Transfer Status,Non-Credit Category,General Education Status,Support Status,Term
Allan Hancock CCD,Allan Hancock,SOC106      ,CCC000023122,"Alcohol, Other Drugs, and Addi                                      ",1,Human Services-210400                                                                ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,HUSV142     ,CCC000024926,Co-occ Disorders: Engagement                                        ,1,Human Services-210400                                                                ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,CHEM151     ,CCC000026771,General Chemistry 2                                                 ,2,"Chemistry, General-190500                                                            ",Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,05.00,05.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,FCS131      ,CCC000027375,Life Management                                                     ,3,"Family and Consumer Sciences, General-130100                                         ",Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,MUS143      ,CCC000027455,Jazz Band                                                           ,2,Music-100400                                                                         ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,01.00,01.00,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,MUS111      ,CCC000028619,Music Theory 1                                                      ,1,Music-100400                                                                         ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,ARCH131     ,CCC000029276,Bldg Constr Materials/Methods                                       ,1,Drafting Technology-095300                                                           ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Advanced Occupational (not limited to apprentices)                         ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,HUSV104     ,CCC000034084,Group Dynamics                                                      ,1,Human Services-210400                                                                ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,CA119       ,CCC000035962,Intro to Hospitality Industry                                       ,1,"Nutrition, Foods, and Culinary Arts-130600                                           ",Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,02.00,02.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,GEOG103     ,CCC000039900,World Regional Geography                                            ,1,Geography-220600                                                                     ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,DANC120     ,CCC000040295,Ballet Dance I                                                      ,1,Dance-100800                                                                         ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,02.00,02.00,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,ENGR162     ,CCC000040424,Materials Science Lab                                               ,2,"Engineering, General (requires Calculus) (Transfer)-090100                           ",Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,01.00,01.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,GEOG101     ,CCC000041894,Physical Geography                                                  ,4,Geography-220600                                                                     ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,PE140       ,CCC000043542,Physical Fitness Lab                                                ,1,Physical Education-083500                                                            ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,01.00,01.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,ART112      ,CCC000043655,Design Color Theory                                                 ,1,Applied Design-100900                                                                ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,MUS106      ,CCC000043715,World Music Appreciation                                            ,1,Music-100400                                                                         ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,BUS369      ,CCC000043770,Employment Law                                                      ,1,"Business and Commerce, General-050100                                                ",Credit - Degree Applicable                                                 ,Not transferable                                                           ,00.50,00.50,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,AG125       ,CCC000046152,Introduction to Soil Science                                        ,2,"Viticulture, Enology, and Wine Business-010400                                       ",Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,MUS119      ,CCC000050379,Electronic Music Technique                                          ,1,Commercial Music-100500                                                              ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,01.00,01.00,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,FILM117     ,CCC000066933,3D Computer Animation 1                                             ,1,Digital Media-061400                                                                 ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,ECON141     ,CCC000067437,Global Economics                                                    ,1,Economics-220400                                                                     ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,FILM126     ,CCC000068594,Intro to Motion Graphics                                            ,1,Digital Media-061400                                                                 ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,CBOT337     ,CCC000070397,Presentation Design-PowerPoint                                      ,1,Office Technology/Office Computer Applications-051400                                ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,VEN120      ,CCC000070731,Viticulture Operations 1                                            ,1,"Viticulture, Enology, and Wine Business-010400                                       ",Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,HUSV102     ,CCC000072197,Case Management Skills                                              ,2,Human Services-210400                                                                ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,BIOL100     ,CCC000072899,Introductory Biology                                                ,11,"Biology, General-040100                                                              ",Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,CBOT334     ,CCC000073033,Admin Office Procedures                                             ,1,Office Technology/Office Computer Applications-051400                                ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,03.00,03.00,Course is not a basic skills course                                        ,Advanced Occupational (not limited to apprentices)                         ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,PHYS110     ,CCC000075872,Introductory Physics                                                ,2,"Physics, General-190200                                                              ",Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,MT109       ,CCC000083285,Survey of Machining and Mfg.                                        ,3,Machining and Machine Tools-095630                                                   ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,ECS111      ,CCC000084344,Admin I: Programs in ECE                                            ,1,Child Development/Early Care and Education-130500                                    ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Advanced Occupational (not limited to apprentices)                         ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,NURS330     ,CCC000085341,Care of Infants and Children                                        ,1,Licensed Vocational Nursing-123020                                                   ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,01.50,01.50,Course is not a basic skills course                                        ,Advanced Occupational (not limited to apprentices)                         ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,CBOT305     ,CCC000085473,Legal Office Procedures                                             ,1,Office Technology/Office Computer Applications-051400                                ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,PE122       ,CCC000086482,Swim Fitness Lab                                                    ,1,Physical Education-083500                                                            ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,00.50,00.50,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,COMM108     ,CCC000089162,Oral Interpretation                                                 ,1,Speech Communication-150600                                                          ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,ART108      ,CCC000090942,Design 1 on the Computer                                            ,1,Graphic Art and Design-103000                                                        ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Possibly Occupational                                                      ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,BUS103      ,CCC000091991,Advertising                                                         ,1,"Business and Commerce, General-050100                                                ",Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,ENGL107     ,CCC000092415,Literary Arts Journal 1                                             ,1,English-150100                                                                       ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,WLDT312     ,CCC000093168,Pipe Fitting & Welding                                              ,1,Welding Technology-095650                                                            ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,04.00,03.00,Course is not a basic skills course                                        ,Advanced Occupational (not limited to apprentices)                         ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,FILM118     ,CCC000093336,3D Computer Animation 2                                             ,1,Digital Media-061400                                                                 ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,HUSV121     ,CCC000093711,Human Servc Gen Prac Seminar                                        ,1,Human Services-210400                                                                ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,02.00,02.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,CNET125     ,CCC000095210,Digital Devices & Circuits                                          ,1,Electronics and Electric Technology-093400                                           ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Advanced Occupational (not limited to apprentices)                         ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,MATH184     ,CCC000098020,Linear Algebra Diff Equations                                       ,2,"Mathematics, General-170100                                                          ",Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,05.00,05.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,CHEM120     ,CCC000106949,Introductory Chemistry                                              ,12,"Chemistry, General-190500                                                            ",Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,WLDT306     ,CCC000107265,Layout Fabrication Interpretat                                      ,1,Welding Technology-095650                                                            ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,BUS302      ,CCC000110059,Essentials of Management                                            ,1,"Business and Commerce, General-050100                                                ",Credit - Degree Applicable                                                 ,Not transferable                                                           ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,HIST104     ,CCC000110995,Western Civilizations to 1650                                       ,3,History-220500                                                                       ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,MT300       ,CCC000112251,Shop Math and Measurement                                           ,2,"Mathematics, General-170100                                                          ",Credit - Degree Applicable                                                 ,Not transferable                                                           ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,One level below transfer                                                   ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Allan Hancock CCD,Allan Hancock,DANC101     ,CCC000113527,Dance Appreciation                                                  ,2,Dance-100800                                                                         ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,03.00,03.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
