District,College,Course ID,Control Number,Course Title,Sections Count,TOP Code,Credit Status,Transfer Status,Maximum Units,Minimum Units,Basic Skills Status,SAM Status,Prior To Transfer Status,Non-Credit Category,General Education Status,Support Status,Term
Lake Tahoe CCD,Lake Tahoe,BSN-125     ,CCC000350557,Business Management                                                 ,1,Business Management-050600                                                           ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,SPA-110     ,CCC000351160,Hispanic Civilization and Culture                                   ,1,Spanish-110500                                                                       ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,HEA-132     ,CCC000351380,Occupational Work Experience                                        ,1,Other Health Occupations-129900                                                      ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,06.00,01.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,ECE-101     ,CCC000352159,Principles and Practices of Teaching Young Children                 ,1,Child Development/Early Care and Education-130500                                    ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,ART-142     ,CCC000352560,Black and White Photography I                                       ,1,Applied Photography-101200                                                           ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,ECE-203     ,CCC000353478,Administration I: Programs in Early Childhood Education             ,1,Child Development Administration and Management-130580                               ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,THE-101     ,CCC000353929,Introduction to Theatre                                             ,1,Dramatic Arts-100700                                                                 ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,PSY-102     ,CCC000354963,Child and Adolescent Growth and Development                         ,3,"Psychology, General-200100                                                           ",Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,RES-160     ,CCC000355036,California Property Management                                      ,1,Real Estate-051100                                                                   ,Credit - Degree Applicable                                                 ,Not transferable                                                           ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,PSY-104     ,CCC000355598,Social Psychology                                                   ,1,"Psychology, General-200100                                                           ",Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,PSY-202     ,CCC000355773,Abnormal Psychology                                                 ,1,"Psychology, General-200100                                                           ",Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,PHS-111     ,CCC000356109,Astronomy                                                           ,1,Astronomy-191100                                                                     ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,HIS-111     ,CCC000356176,"US History, Part I                                                  ",2,History-220500                                                                       ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,HIS-113     ,CCC000356816,"US History, Part III                                                ",2,History-220500                                                                       ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,CIS-133     ,CCC000357428,Internship-Occupational Work Experience                             ,1,"Information Technology, General-070100                                               ",Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,06.00,01.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,SOC-102     ,CCC000358139,"Marriage, Families, and Intimate Relationships                      ",2,Sociology-220800                                                                     ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,CIS-120A    ,CCC000358311,Computer Programming I                                              ,1,Computer Programming-070710                                                          ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,PHI-101     ,CCC000358337,Introduction to Philosophy                                          ,1,Philosophy-150900                                                                    ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,BSN-132     ,CCC000358558,Occupational Work Experience                                        ,2,"Business and Commerce, General-050100                                                ",Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,06.00,01.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,SOC-106     ,CCC000358995,Crime and Society                                                   ,2,Sociology-220800                                                                     ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,FOR-133     ,CCC000359585,Internship-Occupational Work Experience                             ,1,Forestry-011400                                                                      ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,06.00,01.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,ECO-101     ,CCC000359942,Principles of Economics (Macro)                                     ,1,Economics-220400                                                                     ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,PHY-104     ,CCC000360222,General Physics I                                                   ,1,"Physics, General-190200                                                              ",Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,05.00,05.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,CRJ-102     ,CCC000360944,Criminal Law                                                        ,1,Administration of Justice-210500                                                     ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,SPA-102     ,CCC000361402,Elementary Spanish II                                               ,3,Spanish-110500                                                                       ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,05.00,05.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,CRJ-104     ,CCC000361449,Criminal Court Process                                              ,1,Administration of Justice-210500                                                     ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,BSN-110A    ,CCC000362226,Financial Accounting I                                              ,1,Accounting-050200                                                                    ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,BSN-110C    ,CCC000362733,Managerial Accounting                                               ,1,Accounting-050200                                                                    ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,MAT-104     ,CCC000363263,College Trigonometry                                                ,1,"Mathematics, General-170100                                                          ",Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,MAT-202     ,CCC000363723,Calculus and Analytic Geometry (Part IV)                            ,1,"Mathematics, General-170100                                                          ",Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,05.00,05.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,ART-211     ,CCC000363901,Painting I                                                          ,1,Painting and Drawing-100210                                                          ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,MOA-235     ,CCC000364244,Introduction to Administrative Medical Assisting                    ,1,Administrative Medical Assisting-120820                                              ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,03.00,03.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,GES-551     ,CCC000364617,Independent Living Skills                                           ,1,"Living Skills, Handicapped-493031                                                    ",Noncredit                                                                  ,Not transferable                                                           ,00.00,00.00,Course is a basic skills course                                            ,Non-Occupational                                                           ,Not applicable                                                             ,Courses for Persons with Substantial Disabilities                          ,Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,BIO-101     ,CCC000364839,Principles of Biology I                                             ,3,"Biology, General-040100                                                              ",Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,05.00,05.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,BIO-149     ,CCC000364979,Ecology                                                             ,1,"Biology, General-040100                                                              ",Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,05.00,05.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,BIO-203     ,CCC000366312,Human Anatomy and Physiology I                                      ,2,Anatomy and Physiology-041000                                                        ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,05.00,05.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,ANT-103     ,CCC000368119,Physical/Biological Anthropology                                    ,3,Anthropology-220200                                                                  ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,CRJ-132     ,CCC000368923,Occupational Work Experience                                        ,1,Administration of Justice-210500                                                     ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,06.00,01.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,ANT-107     ,CCC000369259,"Magic, Witchcraft, and Religion                                     ",1,Anthropology-220200                                                                  ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,ECE-100     ,CCC000370815,"Health, Safety, and Nutrition for Young Children                    ",1,Child Development/Early Care and Education-130500                                    ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,ECE-102     ,CCC000370988,Child and Adolescent Growth and Development                         ,3,Child Development/Early Care and Education-130500                                    ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,ART-143     ,CCC000371594,Black and White Photography II                                      ,1,Applied Photography-101200                                                           ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,COU-120     ,CCC000372021,Introduction to Substance Use Disorders                             ,1,Alcohol and Controlled Substances-210440                                             ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,POLS-C1000  ,CCC000373344,American Government and Politics                                    ,2,Political Science-220700                                                             ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,PSYC-C1000  ,CCC000373478,Introduction to Psychology                                          ,6,"Psychology, General-200100                                                           ",Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,04.00,04.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,COU-126     ,CCC000373485,Intervention and Referral Techniques                                ,1,Alcohol and Controlled Substances-210440                                             ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,04.00,04.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,BIO-110     ,CCC000373503,Introduction to Cell and Molecular Biology                          ,1,"Biology, General-040100                                                              ",Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,05.00,05.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,HRM-132     ,CCC000373704,Occupational Work Experience                                        ,2,Hospitality-130700                                                                   ,Credit - Degree Applicable                                                 ,Transferable to CSU only                                                   ,06.00,01.00,Course is not a basic skills course                                        ,Clearly Occupational (but not advanced)                                    ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
Lake Tahoe CCD,Lake Tahoe,BIO-210     ,CCC000374239,Microbiology                                                        ,1,MicroBiology-040300                                                                  ,Credit - Degree Applicable                                                 ,Transferable to both UC and CSU                                            ,05.00,05.00,Course is not a basic skills course                                        ,Non-Occupational                                                           ,Not applicable                                                             ,"Not Applicable, Credit course                                              ",Y,Course is not a support course                                             ,Fall 2025
