,,,Annual 2020-2021,Annual 2021-2022,Annual 2022-2023,Annual 2023-2024,Annual 2024-2025,Annual 2025-2026
,,Automotive Collision Repair-094900,1,2,,6,6,
,,Automotive Technology-094800,5,15,10,10,9,
,,Aviation and Airport Management and Services-302000,7,7,5,7,4,
,,Aviation and Airport Management-302010,16,7,6,4,8,
,,Business Management-050600,7,1,3,1,,
,,Computer Networking-070810,4,10,14,26,27,
,,Computer Programming-070710,4,4,3,3,6,
,,Computer Support-070820,3,10,11,13,19,
,,Culinary Arts-130630,10,27,21,15,16,
,,Dental Assistant-124010,7,9,5,15,7,
,,Dental Hygienist-124020,15,30,9,13,16,
,,Diagnostic Medical Sonography-122700,10,8,12,11,9,
,,"Engineering, General (requires Calculus) (Transfer)-090100",1,,,1,,
,,Environmental Control Technology-094600,9,7,8,5,9,
,,Flight Attendant-302040,10,14,9,11,10,
,,Health Information Technology-122300,25,16,7,8,6,
,,"Health Occupations, General-120100",,,2,1,,
,,Legal Office Technology-051410,,1,1,,1,
,,Lodging Management-130720,5,7,3,1,2,
,,Management Development and Supervision-050630,,5,12,12,7,
,,Marketing and Distribution-050900,3,,3,6,2,
,,Mortuary Science-125500,38,31,30,43,30,
,,Office Technology/Office Computer Applications-051400,3,2,2,,,
,,Piloting-302020,8,5,13,12,18,
,,Psychiatric Technician-123900,16,14,22,16,14,
,,Radiologic Technology-122500,1,53,34,30,37,
,,Registered Nursing-123010,61,59,52,63,69,
,,Restaurant and Food Services and Management-130710,6,10,3,1,,
,,Small Business and Entrepreneurship-050640,2,,,,,
,,Software Applications-070210,,1,,,,
,,Technical Theater-100600,2,1,1,2,2,
,,Travel Services and Tourism-300900,2,,3,,,
,Associate of Arts (A.A.) degree                              Total,,538,529,449,401,462,
,,Anthropology-220200,4,,1,6,1,
,,Art-100200,2,3,4,7,8,
,,Biological and Physical Sciences (and Mathematics)-490200,179,197,144,124,148,
,,Dance-100800,1,1,,1,6,
,,Dramatic Arts-100700,,,2,2,4,
,,Ethnic Studies-220300,,1,1,,1,
,,Geography-220600,1,1,,1,,
,,Graphic Art and Design-103000,3,3,7,4,10,
,,Human Services-210400,14,18,16,13,13,
,,Humanities and Fine Arts-490310,68,76,65,56,55,
,,Humanities-490300,,1,,4,4,
,,Kinesiology-127000,4,13,15,11,18,
,,"Liberal Arts and Sciences, General-490100",259,213,187,157,185,
,,Music-100400,,,,2,,
,,Philosophy-150900,2,,,1,2,
,,Photography-101100,,,7,10,7,
,,Social Justice: African American Studies-220180,,1,,,,
,,Social Justice: Chicano Studies-220160,1,1,,2,,
,Certificate requiring 60+ semester units                     Total,,8,22,29,30,26,
,,Automotive Technology-094800,4,16,22,21,25,
,,Diagnostic Medical Sonography-122700,4,6,7,9,1,
,Certificate requiring 30 to < 60 semester units              Total,,"1,291","1,288","1,222","1,163","1,235",
,,Accounting-050200,,1,,5,6,
,,Administration of Justice-210500,,,,2,,
,,Alcohol and Controlled Substances-210440,17,12,15,16,14,
,,Automotive Collision Repair-094900,,9,2,4,1,
,,Automotive Technology-094800,9,12,13,14,20,
,,Aviation and Airport Management-302010,7,3,6,3,1,
,,Court Reporting-051430,,2,,,,
,,Culinary Arts-130630,7,30,25,8,19,
,,Dental Assistant-124010,10,13,13,5,11,
,,Dental Hygienist-124020,,1,2,,,
,,Environmental Control Technology-094600,21,17,26,18,11,
,,Flight Attendant-302040,4,13,8,6,8,
,,Hospitality-130700,2,7,1,,2,
,,Human Services-210400,13,18,3,11,15,
,,"Nutrition, Foods, and Culinary Arts-130600",,,,1,,
,,Piloting-302020,11,12,17,12,17,
,,Psychiatric Technician-123900,23,19,31,19,9,
,,Radiologic Technology-122500,1,12,14,7,2,
,,Restaurant and Food Services and Management-130710,,7,3,,,
,,Transfer Studies-490110,"1,166","1,100","1,041","1,032","1,099",
,,Travel Services and Tourism-300900,,,2,,,
,Certificate requiring 16 to fewer than 30 semester units     Total,,606,635,658,885,667,
,,Accounting-050200,2,6,5,3,3,
,,Administration of Justice-210500,1,7,12,11,6,
,,Animation-061440,,,,,1,
,,Applied Photography-101200,1,,7,5,12,
,,Archaeology-220220,2,,,2,,
,,Automotive Collision Repair-094900,3,7,20,20,28,
,,Automotive Technology-094800,122,176,155,213,204,
,,Aviation and Airport Management-302010,7,6,5,4,1,
,,Business Management-050600,,,2,,,
,,Coaching-083560,,3,3,7,2,
,,Community Health Care Worker-126100,,1,1,,,
,,Computer Graphics and Digital Imagery-061460,,,1,1,1,
,,Computer Infrastructure and Support-070800,,1,,1,,
,,Computer Networking-070810,16,44,101,124,93,
,,Computer Programming-070710,,,,,3,
,,Computer Support-070820,,3,4,2,3,
,,Computer Systems Analysis-070730,,,,,1,
,,Court Reporting-051430,,23,2,1,2,
,,Creative Writing-150700,2,1,5,1,,
,,Culinary Arts-130630,41,32,24,16,20,
,,Dance-100800,1,1,,1,2,
,,Database Design and Administration-070720,,,2,3,2,
,,Dental Hygienist-124020,,,25,12,16,
,,Digital Media-061400,2,7,4,8,3,
,,Dramatic Arts-100700,,2,,2,3,
,,English as a Second Language - Integrated-493087,227,98,55,227,54,
,,Environmental Control Technology-094600,98,101,122,91,50,
,,Fitness Trainer-083520,1,7,4,12,15,
,,Flight Attendant-302040,9,21,12,8,12,
,,"Foreign Languages, General-110100",,,1,6,3,
,,Geographic Information Systems-220610,9,5,6,5,7,
,,Graphic Art and Design-103000,1,3,11,12,9,
,,"Health Occupations, General-120100",,,,1,,
,,Hospitality-130700,16,9,3,1,2,
,,Industrial and Transportation Security-210530,4,1,,1,,
,,Legal Office Technology-051410,,,1,,,
,,Management Development and Supervision-050630,1,6,13,9,7,
,,Manufacturing and Industrial Technology-095600,,,,4,3,
,,Marketing and Distribution-050900,,,3,1,4,
,,Multimedia-061410,,1,2,,,
,,Office Technology/Office Computer Applications-051400,,2,1,1,,
,,Piloting-302020,18,26,12,17,15,
,,Radiologic Technology-122500,6,19,27,41,71,
,,Recreation Assistant-083610,1,,,4,1,
,,Restaurant and Food Services and Management-130710,9,9,4,,,
,,Small Business and Entrepreneurship-050640,2,,,,,
,,Software Applications-070210,,1,1,1,,
,,Speech Communication-150600,,2,,1,4,
,,Technical Theater-100600,2,1,,4,1,
,,Travel Services and Tourism-300900,2,3,2,1,3,
,Certificate requiring 8 to fewer than 16 semester units      Total,,87,54,140,83,65,
,,Applied Photography-101200,1,2,,,,
,,Automotive Collision Repair-094900,,3,,1,,
,,Business Administration-050500,,,1,,,
,,Commercial Music-100500,10,12,11,23,7,
,,Computer Infrastructure and Support-070800,1,,,,,
,,Computer Networking-070810,41,17,1,1,,
,,Computer Programming-070710,2,1,2,3,1,
,,Dental Hygienist-124020,,,115,48,50,
,,Geographic Information Systems-220610,,,,1,,
,,Gerontology-130900,2,4,5,3,2,
,,Human Services-210400,1,2,,1,1,
,,Lodging Management-130720,19,6,4,2,3,
,,Marketing and Distribution-050900,1,,,,,
,,Multimedia-061410,1,2,,,,
,,Office Technology/Office Computer Applications-051400,5,1,,,,
,,Technical Theater-100600,3,4,1,,1,
