TOP Code - TOP Title,TOP CTE Flag,CIP Code - CIP Title,CIP CTE Flag,"Count of Colleges "
0516.00 - Labor and Industrial Relations,CTE,52.1002 - Labor and Industrial Relations,Not CTE,5
0518.00 - Customer Service,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0518.00 - Customer Service,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0518.00 - Customer Service,CTE,52.0205 - Operations Management and Supervision,CTE,1
0518.00 - Customer Service,CTE,52.0411 - Customer Service Support/Call Center/Teleservice Operation,CTE,8
0599.00 - Other Business and Management,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0599.00 - Other Business and Management,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0599.00 - Other Business and Management,CTE,"52.0299 - Business Administration, Management and Operations, Other",Both,7
0599.00 - Other Business and Management,CTE,"52.9999 - Business, Management, Marketing, and Related Support Services, Other",Both,11
"0601.00 - Media and Communications, General",Not CTE,"09.0100 - Communication, General",Not CTE,3
"0601.00 - Media and Communications, General",Not CTE,09.0102 - Mass Communication/Media Studies,Not CTE,1
"0601.00 - Media and Communications, General",Not CTE,09.0909 - Communication Management and Strategic Communications,Not CTE,1
"0601.00 - Media and Communications, General",Not CTE,"50.0101 - Visual and Performing Arts, General",Both,1
0602.00 - Journalism,CTE,09.0102 - Mass Communication/Media Studies,Not CTE,1
0602.00 - Journalism,CTE,09.0401 - Journalism,Not CTE,49
0602.00 - Journalism,CTE,09.0405 - Business and Economic Journalism,CTE,0
0602.00 - Journalism,CTE,09.0406 - Cultural Journalism,CTE,0
0602.00 - Journalism,CTE,09.0407 - Science/Health/Environmental Journalism,Not CTE,0
0602.00 - Journalism,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0602.00 - Journalism,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0604.00 - Radio and Television,CTE,09.0701 - Radio and Television,Not CTE,13
0604.00 - Radio and Television,CTE,10.0202 - Radio and Television Broadcasting Technology/Technician,CTE,8
0604.00 - Radio and Television,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0604.00 - Radio and Television,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0604.10 - Radio,CTE,09.0701 - Radio and Television,Not CTE,6
0604.10 - Radio,CTE,10.0202 - Radio and Television Broadcasting Technology/Technician,CTE,1
0604.10 - Radio,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0604.10 - Radio,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0604.20 - Television (including combined TV/Film/Video),CTE,09.0701 - Radio and Television,Not CTE,46
0604.20 - Television (including combined TV/Film/Video),CTE,10.0202 - Radio and Television Broadcasting Technology/Technician,CTE,8
0604.20 - Television (including combined TV/Film/Video),CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0604.20 - Television (including combined TV/Film/Video),CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0604.20 - Television (including combined TV/Film/Video),CTE,50.0601 - Film/Cinema/Media Studies,Not CTE,1
0604.30 - Broadcast Journalism,CTE,09.0402 - Broadcast Journalism,Not CTE,4
0604.30 - Broadcast Journalism,CTE,10.0202 - Radio and Television Broadcasting Technology/Technician,CTE,1
0604.30 - Broadcast Journalism,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0604.30 - Broadcast Journalism,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0606.00 - Public Relations,CTE,"09.0900 - Public Relations, Advertising, and Applied Communication",Not CTE,9
0606.00 - Public Relations,CTE,09.0909 - Communication Management and Strategic Communications,Not CTE,1
0606.00 - Public Relations,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0606.00 - Public Relations,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0607.00 - Technical Communication,CTE,"23.1303 - Professional, Technical, Business, and Scientific Writing",Not CTE,2
0607.00 - Technical Communication,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0607.00 - Technical Communication,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0607.00 - Technical Communication,CTE,51.0712 - Medical Reception/Receptionist,CTE,1
0610.00 - Mass Communications,CTE,09.0102 - Mass Communication/Media Studies,Not CTE,5
0610.00 - Mass Communications,CTE,10.0105 - Communications Technology/Technician,CTE,0
0610.00 - Mass Communications,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0610.00 - Mass Communications,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0612.00 - Film Studies,Not CTE,09.0102 - Mass Communication/Media Studies,Not CTE,1
0612.00 - Film Studies,Not CTE,50.0601 - Film/Cinema/Media Studies,Not CTE,17
0612.10 - Film History and Criticism,Not CTE,50.0601 - Film/Cinema/Media Studies,Not CTE,3
0612.20 - Film Production,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0612.20 - Film Production,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0612.20 - Film Production,CTE,50.0504 - Playwriting and Screenwriting,Not CTE,1
0612.20 - Film Production,CTE,50.0602 - Cinematography and Film/Video Production,CTE,30
0612.20 - Film Production,CTE,"50.0699 - Film/Video and Photographic Arts, Other",Both,1
0614.00 - Digital Media,CTE,09.0702 - Digital Communication and Media/Multimedia,Not CTE,21
0614.00 - Digital Media,CTE,10.0303 - Prepress/Desktop Publishing and Digital Imaging Design,CTE,21
0614.00 - Digital Media,CTE,"10.0304 - Animation, Interactive Technology, Video Graphics, and Special Effects",CTE,1
0614.00 - Digital Media,CTE,"11.0801 - Web Page, Digital/Multimedia and Information Resources Design",CTE,1
0614.00 - Digital Media,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0614.00 - Digital Media,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0614.00 - Digital Media,CTE,50.0102 - Digital Arts,Both,9
0614.00 - Digital Media,CTE,50.0411 - Game and Interactive Media Design,Not CTE,1
0614.10 - Multimedia,CTE,09.0702 - Digital Communication and Media/Multimedia,Not CTE,2
0614.10 - Multimedia,CTE,10.0303 - Prepress/Desktop Publishing and Digital Imaging Design,CTE,2
0614.10 - Multimedia,CTE,"10.0304 - Animation, Interactive Technology, Video Graphics, and Special Effects",CTE,22
0614.10 - Multimedia,CTE,11.0803 - Computer Graphics,Not CTE,1
0614.10 - Multimedia,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0614.10 - Multimedia,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0614.10 - Multimedia,CTE,50.0102 - Digital Arts,Both,2
0614.20 - Electronic Game Design,CTE,"10.0304 - Animation, Interactive Technology, Video Graphics, and Special Effects",CTE,15
0614.20 - Electronic Game Design,CTE,11.0204 - Computer Game Programming,CTE,3
0614.20 - Electronic Game Design,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0614.20 - Electronic Game Design,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0614.20 - Electronic Game Design,CTE,50.0411 - Game and Interactive Media Design,Not CTE,6
0614.30 - Website Design and Development,CTE,09.0702 - Digital Communication and Media/Multimedia,Not CTE,1
0614.30 - Website Design and Development,CTE,"11.0801 - Web Page, Digital/Multimedia and Information Resources Design",CTE,41
0614.30 - Website Design and Development,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0614.30 - Website Design and Development,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0614.30 - Website Design and Development,CTE,50.0409 - Graphic Design,CTE,1
0614.40 - Animation,CTE,"10.0304 - Animation, Interactive Technology, Video Graphics, and Special Effects",CTE,33
0614.40 - Animation,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0614.40 - Animation,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0614.50 - Desktop Publishing,CTE,10.0303 - Prepress/Desktop Publishing and Digital Imaging Design,CTE,7
0614.50 - Desktop Publishing,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0614.50 - Desktop Publishing,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0614.60 - Computer Graphics and Digital Imagery,CTE,09.0702 - Digital Communication and Media/Multimedia,Not CTE,1
0614.60 - Computer Graphics and Digital Imagery,CTE,10.0303 - Prepress/Desktop Publishing and Digital Imaging Design,CTE,1
0614.60 - Computer Graphics and Digital Imagery,CTE,"10.0304 - Animation, Interactive Technology, Video Graphics, and Special Effects",CTE,1
0614.60 - Computer Graphics and Digital Imagery,CTE,11.0803 - Computer Graphics,Not CTE,15
0614.60 - Computer Graphics and Digital Imagery,CTE,"11.0899 - Computer Software and Media Applications, Other",Both,4
0614.60 - Computer Graphics and Digital Imagery,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0614.60 - Computer Graphics and Digital Imagery,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0614.60 - Computer Graphics and Digital Imagery,CTE,50.0102 - Digital Arts,Both,1
0614.60 - Computer Graphics and Digital Imagery,CTE,50.0409 - Graphic Design,CTE,1
0699.00 - Other Media and Communications,CTE,"09.9999 - Communication, Journalism, and Related Programs, Other",Both,12
0699.00 - Other Media and Communications,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0699.00 - Other Media and Communications,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
"0701.00 - Information Technology, General",CTE,"11.0101 - Computer and Information Sciences, General",Not CTE,29
"0701.00 - Information Technology, General",CTE,11.0102 - Artificial Intelligence,Not CTE,0
"0701.00 - Information Technology, General",CTE,11.0103 - Information Technology,Not CTE,1
"0701.00 - Information Technology, General",CTE,"11.0199 - Computer and Information Sciences,  Other",Both,6
"0701.00 - Information Technology, General",CTE,"11.0201 - Computer Programming/Programmer, General",Not CTE,5
"0701.00 - Information Technology, General",CTE,"11.0299 - Computer Programming, Other",Both,1
"0701.00 - Information Technology, General",CTE,15.1202 - Computer/Computer Systems Technology/Technician,CTE,3
"0701.00 - Information Technology, General",CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
"0701.00 - Information Technology, General",CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
"0701.00 - Information Technology, General",CTE,43.0301 - Homeland Security,CTE,1
0702.00 - Computer Information Systems,CTE,10.0105 - Communications Technology/Technician,CTE,1
0702.00 - Computer Information Systems,CTE,"11.0101 - Computer and Information Sciences, General",Not CTE,18
0702.00 - Computer Information Systems,CTE,11.0103 - Information Technology,Not CTE,48
0702.00 - Computer Information Systems,CTE,"11.0199 - Computer and Information Sciences,  Other",Both,1
0702.00 - Computer Information Systems,CTE,"11.0201 - Computer Programming/Programmer, General",Not CTE,1
0702.00 - Computer Information Systems,CTE,"11.0202 - Computer Programming, Specific Applications",CTE,1
0702.00 - Computer Information Systems,CTE,11.0501 - Computer Systems Analysis/Analyst,CTE,3
0702.00 - Computer Information Systems,CTE,11.0802 - Data Modeling/Warehousing and Database Administration,CTE,2
0702.00 - Computer Information Systems,CTE,11.1006 - Computer Support Specialist,CTE,1
0702.00 - Computer Information Systems,CTE,15.1202 - Computer/Computer Systems Technology/Technician,CTE,6
0702.00 - Computer Information Systems,CTE,"30.7001 - Data Science, General",Not CTE,4
0702.00 - Computer Information Systems,CTE,"30.7101 - Data Analytics, General",CTE,7
0702.00 - Computer Information Systems,CTE,30.7103 - Data Visualization,CTE,0
0702.00 - Computer Information Systems,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0702.00 - Computer Information Systems,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0702.10 - Software Applications,CTE,"11.0101 - Computer and Information Sciences, General",Not CTE,2
0702.10 - Software Applications,CTE,11.0103 - Information Technology,Not CTE,1
0702.10 - Software Applications,CTE,"11.0201 - Computer Programming/Programmer, General",Not CTE,1
0702.10 - Software Applications,CTE,11.0301 - Data Processing and Data Processing Technology/Technician,CTE,5
0702.10 - Software Applications,CTE,"11.0601 - Data Entry/Microcomputer Applications, General",CTE,26
0702.10 - Software Applications,CTE,"11.0801 - Web Page, Digital/Multimedia and Information Resources Design",CTE,1
0702.10 - Software Applications,CTE,11.0802 - Data Modeling/Warehousing and Database Administration,CTE,1
0702.10 - Software Applications,CTE,"11.0899 - Computer Software and Media Applications, Other",Both,7
0702.10 - Software Applications,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0702.10 - Software Applications,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0706.00 - Computer Science (Transfer),Not CTE,"11.0101 - Computer and Information Sciences, General",Not CTE,11
0706.00 - Computer Science (Transfer),Not CTE,11.0103 - Information Technology,Not CTE,2
0706.00 - Computer Science (Transfer),Not CTE,11.0701 - Computer Science,Not CTE,68
0706.00 - Computer Science (Transfer),Not CTE,30.3001 - Computational Science,Not CTE,4
0706.00 - Computer Science (Transfer),Not CTE,"30.7001 - Data Science, General",Not CTE,2
0706.00 - Computer Science (Transfer),Not CTE,"30.7101 - Data Analytics, General",CTE,1
0706.00 - Computer Science (Transfer),Not CTE,30.7103 - Data Visualization,CTE,0
0707.00 - Computer Software Development,CTE,"11.0101 - Computer and Information Sciences, General",Not CTE,1
0707.00 - Computer Software Development,CTE,11.0102 - Artificial Intelligence,Not CTE,2
0707.00 - Computer Software Development,CTE,"11.0201 - Computer Programming/Programmer, General",Not CTE,23
0707.00 - Computer Software Development,CTE,"11.0299 - Computer Programming, Other",Both,1
0707.00 - Computer Software Development,CTE,11.0501 - Computer Systems Analysis/Analyst,CTE,1
0707.00 - Computer Software Development,CTE,15.1204 - Computer Software Technology/Technician,CTE,2
0707.00 - Computer Software Development,CTE,"30.7001 - Data Science, General",Not CTE,2
0707.00 - Computer Software Development,CTE,"30.7101 - Data Analytics, General",CTE,1
0707.00 - Computer Software Development,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0707.00 - Computer Software Development,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0707.10 - Computer Programming,CTE,"11.0101 - Computer and Information Sciences, General",Not CTE,1
0707.10 - Computer Programming,CTE,"11.0201 - Computer Programming/Programmer, General",Not CTE,47
0707.10 - Computer Programming,CTE,"11.0202 - Computer Programming, Specific Applications",CTE,2
0707.10 - Computer Programming,CTE,"11.0203 - Computer Programming, Vendor/Product Certification",CTE,0
0707.10 - Computer Programming,CTE,11.0204 - Computer Game Programming,CTE,0
0707.10 - Computer Programming,CTE,"11.0205 - Computer Programming, Specific Platforms",CTE,1
0707.10 - Computer Programming,CTE,"11.0299 - Computer Programming, Other",Both,3
0707.10 - Computer Programming,CTE,11.0501 - Computer Systems Analysis/Analyst,CTE,0
0707.10 - Computer Programming,CTE,"11.0601 - Data Entry/Microcomputer Applications, General",CTE,1
0707.10 - Computer Programming,CTE,11.0701 - Computer Science,Not CTE,3
0707.10 - Computer Programming,CTE,"11.0899 - Computer Software and Media Applications, Other",Both,1
0707.10 - Computer Programming,CTE,"11.9999 - Computer and Information Sciences and Support Services, Other",Both,1
0707.10 - Computer Programming,CTE,"30.7001 - Data Science, General",Not CTE,0
0707.10 - Computer Programming,CTE,"30.7101 - Data Analytics, General",CTE,1
0707.10 - Computer Programming,CTE,30.7103 - Data Visualization,CTE,0
0707.10 - Computer Programming,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
