TOP Code - TOP Title,TOP CTE Flag,CIP Code - CIP Title,CIP CTE Flag,"Count of Colleges "
3007.00 - Cosmetology and Barbering,CTE,12.0402 - Barbering/Barber,CTE,6
3007.00 - Cosmetology and Barbering,CTE,12.0406 - Make-Up Artist/Specialist,CTE,0
3007.00 - Cosmetology and Barbering,CTE,12.0407 - Hair Styling/Stylist and Hair Design,CTE,2
3007.00 - Cosmetology and Barbering,CTE,12.0408 - Facial Treatment Specialist/Facialist,CTE,0
3007.00 - Cosmetology and Barbering,CTE,12.0409 - Aesthetician/Esthetician and Skin Care Specialist,CTE,1
3007.00 - Cosmetology and Barbering,CTE,12.0410 - Nail Technician/Specialist and Manicurist,CTE,1
3007.00 - Cosmetology and Barbering,CTE,12.0412 - Salon/Beauty Salon Management/Manager,CTE,1
3007.00 - Cosmetology and Barbering,CTE,"12.0413 - Cosmetology, Barber/Styling, and Nail Instructor",CTE,1
3007.00 - Cosmetology and Barbering,CTE,12.0414 - Master Aesthetician/Esthetician,CTE,0
3007.00 - Cosmetology and Barbering,CTE,"12.0499 - Cosmetology and Related Personal Grooming Arts, Other",Both,0
3007.00 - Cosmetology and Barbering,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
3007.00 - Cosmetology and Barbering,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
3008.00 - Dry Cleaning,CTE,"19.0999 - Apparel and Textiles, Other",Both,0
3008.00 - Dry Cleaning,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
3008.00 - Dry Cleaning,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
3009.00 - Travel Services and Tourism,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
3009.00 - Travel Services and Tourism,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
3009.00 - Travel Services and Tourism,CTE,52.0903 - Tourism and Travel Services Management,CTE,1
3009.00 - Travel Services and Tourism,CTE,52.1905 - Tourism and Travel Services Marketing Operations,CTE,5
3009.00 - Travel Services and Tourism,CTE,52.1906 - Tourism Promotion Operations,CTE,0
3020.00 - Aviation and Airport Management and Services,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
3020.00 - Aviation and Airport Management and Services,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
3020.00 - Aviation and Airport Management and Services,CTE,49.0104 - Aviation/Airway Management and Operations,CTE,3
3020.10 - Aviation and Airport Management,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
3020.10 - Aviation and Airport Management,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
3020.10 - Aviation and Airport Management,CTE,49.0104 - Aviation/Airway Management and Operations,CTE,5
3020.20 - Piloting,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
3020.20 - Piloting,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
3020.20 - Piloting,CTE,49.0102 - Airline/Commercial/Professional Pilot and Flight Crew,CTE,10
3020.30 - Air Traffic Control,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
3020.30 - Air Traffic Control,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
3020.30 - Air Traffic Control,CTE,49.0105 - Air Traffic Controller,CTE,1
3020.40 - Flight Attendant,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
3020.40 - Flight Attendant,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
3020.40 - Flight Attendant,CTE,49.0106 - Airline Flight Attendant,CTE,3
3099.00 - Other Commercial Services,CTE,"12.9999 - Culinary, Entertainment, and Personal Services, Other",Both,2
3099.00 - Other Commercial Services,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
3099.00 - Other Commercial Services,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
3099.00 - Other Commercial Services,CTE,47.0403 - Locksmithing and Safe Repair,CTE,0
3099.00 - Other Commercial Services,CTE,"47.0499 - Precision Systems Maintenance and Repair Technologies/Technicians, Other",Both,0
"4901.00 - Liberal Arts and Sciences, General",Not CTE,24.0101 - Liberal Arts and Sciences/Liberal Studies,Not CTE,72
"4901.00 - Liberal Arts and Sciences, General",Not CTE,24.0102 - General Studies,Not CTE,1
"4901.00 - Liberal Arts and Sciences, General",Not CTE,30.4501 - History and Language/Literature,Not CTE,2
"4901.00 - Liberal Arts and Sciences, General",Not CTE,"30.9999 - Multi-/Interdisciplinary Studies, Other",Both,1
"4901.00 - Liberal Arts and Sciences, General",Not CTE,48.0501 - Machine Tool Technology/Machinist,CTE,1
"4901.00 - Liberal Arts and Sciences, General",Not CTE,"50.0101 - Visual and Performing Arts, General",Both,1
4901.10 - Transfer Studies,Not CTE,"23.0101 - English Language and Literature, General",Not CTE,1
4901.10 - Transfer Studies,Not CTE,24.0101 - Liberal Arts and Sciences/Liberal Studies,Not CTE,90
4901.10 - Transfer Studies,Not CTE,24.0102 - General Studies,Not CTE,2
4901.10 - Transfer Studies,Not CTE,"24.0199 - Liberal Arts and Sciences, General Studies and Humanities, Other",Both,1
4901.10 - Transfer Studies,Not CTE,"30.9999 - Multi-/Interdisciplinary Studies, Other",Both,1
4901.20 - Liberal Studies,Not CTE,"13.0101 - Education, General",Not CTE,2
4901.20 - Liberal Studies,Not CTE,13.1202 - Elementary Education and Teaching,CTE,4
4901.20 - Liberal Studies,Not CTE,24.0101 - Liberal Arts and Sciences/Liberal Studies,Not CTE,66
4902.00 - Biological and Physical Sciences (and Mathematics),Not CTE,30.0101 - Biological and Physical Sciences,Not CTE,75
4902.00 - Biological and Physical Sciences (and Mathematics),Not CTE,30.3201 - Marine Sciences,Not CTE,1
4902.00 - Biological and Physical Sciences (and Mathematics),Not CTE,"30.9999 - Multi-/Interdisciplinary Studies, Other",Both,1
4902.00 - Biological and Physical Sciences (and Mathematics),Not CTE,"51.0000 - Health Services/Allied Health/Health Sciences, General",Not CTE,1
4903.00 - Humanities,Not CTE,24.0103 - Humanities/Humanistic Studies,Not CTE,39
4903.00 - Humanities,Not CTE,30.5202 - Digital Humanities,Not CTE,1
4903.10 - Humanities and Fine Arts,Not CTE,24.0103 - Humanities/Humanistic Studies,Not CTE,44
4903.10 - Humanities and Fine Arts,Not CTE,"24.0199 - Liberal Arts and Sciences, General Studies and Humanities, Other",Both,1
4903.30 - Humanities and Social Sciences,Not CTE,24.0103 - Humanities/Humanistic Studies,Not CTE,13
4930.00 - General Studies,Not CTE,24.0102 - General Studies,Not CTE,13
4930.09 - Supervised Tutoring,Not CTE,"32.0101 - Basic Skills and Developmental/Remedial Education, General",Noncredit CIP,0
4930.09 - Supervised Tutoring,Not CTE,32.0104 - Developmental/Remedial Mathematics,Noncredit CIP,0
4930.09 - Supervised Tutoring,Not CTE,32.0105 - Job-Seeking/Changing Skills,Noncredit CIP,0
4930.09 - Supervised Tutoring,Not CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
4930.09 - Supervised Tutoring,Not CTE,32.0108 - Developmental/Remedial English,Noncredit CIP,0
4930.09 - Supervised Tutoring,Not CTE,32.0109 - Second Language Learning,Noncredit CIP,0
4930.09 - Supervised Tutoring,Not CTE,32.0110 - Basic Computer Skills,Noncredit CIP,0
4930.09 - Supervised Tutoring,Not CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
4930.09 - Supervised Tutoring,Not CTE,32.0112 - Accent Reduction/Modification,Noncredit CIP,0
4930.09 - Supervised Tutoring,Not CTE,"32.0199 - Basic Skills and Developmental/Remedial Education, Other",Noncredit CIP,0
4930.09 - Supervised Tutoring,Not CTE,"32.0201 - Exam Preparation and Test-Taking Skills, General",Noncredit CIP,0
4930.09 - Supervised Tutoring,Not CTE,32.0202 - High School Equivalent Exam Preparation,Noncredit CIP,0
4930.09 - Supervised Tutoring,Not CTE,32.0203 - Undergraduate Entrance/Placement Examination Preparation,Noncredit CIP,0
4930.09 - Supervised Tutoring,Not CTE,32.0204 - Graduate/Professional School Entrance Examination Preparation,Noncredit CIP,0
4930.09 - Supervised Tutoring,Not CTE,32.0205 - Professional Certification/Licensure Examination Preparation,Noncredit CIP,0
4930.09 - Supervised Tutoring,Not CTE,"32.0299 - General Exam Preparation and Test-Taking Skills, Other",Noncredit CIP,0
4930.10 - Career Guidance and Orientation,Not CTE,13.1102 - College Student Counseling and Personnel Services,Both,0
4930.10 - Career Guidance and Orientation,Not CTE,"13.1199 - Student Counseling and Personnel Services, Other",Both,0
4930.10 - Career Guidance and Orientation,Not CTE,24.0102 - General Studies,Not CTE,0
4930.10 - Career Guidance and Orientation,Not CTE,"32.0101 - Basic Skills and Developmental/Remedial Education, General",Noncredit CIP,1
4930.10 - Career Guidance and Orientation,Not CTE,32.0104 - Developmental/Remedial Mathematics,Noncredit CIP,0
4930.10 - Career Guidance and Orientation,Not CTE,32.0105 - Job-Seeking/Changing Skills,Noncredit CIP,13
4930.10 - Career Guidance and Orientation,Not CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,6
4930.10 - Career Guidance and Orientation,Not CTE,32.0108 - Developmental/Remedial English,Noncredit CIP,0
4930.10 - Career Guidance and Orientation,Not CTE,32.0109 - Second Language Learning,Noncredit CIP,0
4930.10 - Career Guidance and Orientation,Not CTE,32.0110 - Basic Computer Skills,Noncredit CIP,0
4930.10 - Career Guidance and Orientation,Not CTE,32.0111 - Workforce Development and Training,Noncredit CIP,1
4930.10 - Career Guidance and Orientation,Not CTE,32.0112 - Accent Reduction/Modification,Noncredit CIP,0
4930.10 - Career Guidance and Orientation,Not CTE,"32.0199 - Basic Skills and Developmental/Remedial Education, Other",Noncredit CIP,0
4930.10 - Career Guidance and Orientation,Not CTE,"32.0201 - Exam Preparation and Test-Taking Skills, General",Noncredit CIP,0
4930.10 - Career Guidance and Orientation,Not CTE,32.0202 - High School Equivalent Exam Preparation,Noncredit CIP,0
4930.10 - Career Guidance and Orientation,Not CTE,32.0203 - Undergraduate Entrance/Placement Examination Preparation,Noncredit CIP,0
4930.10 - Career Guidance and Orientation,Not CTE,32.0204 - Graduate/Professional School Entrance Examination Preparation,Noncredit CIP,0
4930.10 - Career Guidance and Orientation,Not CTE,32.0205 - Professional Certification/Licensure Examination Preparation,Noncredit CIP,0
4930.10 - Career Guidance and Orientation,Not CTE,"32.0299 - General Exam Preparation and Test-Taking Skills, Other",Noncredit CIP,0
4930.11 - Interpersonal Skills,Not CTE,13.1102 - College Student Counseling and Personnel Services,Both,0
4930.11 - Interpersonal Skills,Not CTE,"13.1199 - Student Counseling and Personnel Services, Other",Both,0
4930.11 - Interpersonal Skills,Not CTE,24.0102 - General Studies,Not CTE,0
4930.11 - Interpersonal Skills,Not CTE,"32.0101 - Basic Skills and Developmental/Remedial Education, General",Noncredit CIP,0
4930.11 - Interpersonal Skills,Not CTE,32.0104 - Developmental/Remedial Mathematics,Noncredit CIP,0
4930.11 - Interpersonal Skills,Not CTE,32.0105 - Job-Seeking/Changing Skills,Noncredit CIP,1
4930.11 - Interpersonal Skills,Not CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
4930.11 - Interpersonal Skills,Not CTE,32.0108 - Developmental/Remedial English,Noncredit CIP,0
4930.11 - Interpersonal Skills,Not CTE,32.0109 - Second Language Learning,Noncredit CIP,0
4930.11 - Interpersonal Skills,Not CTE,32.0110 - Basic Computer Skills,Noncredit CIP,0
4930.11 - Interpersonal Skills,Not CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
4930.11 - Interpersonal Skills,Not CTE,32.0112 - Accent Reduction/Modification,Noncredit CIP,0
4930.11 - Interpersonal Skills,Not CTE,"32.0199 - Basic Skills and Developmental/Remedial Education, Other",Noncredit CIP,1
4930.11 - Interpersonal Skills,Not CTE,"32.0201 - Exam Preparation and Test-Taking Skills, General",Noncredit CIP,0
4930.11 - Interpersonal Skills,Not CTE,32.0202 - High School Equivalent Exam Preparation,Noncredit CIP,0
4930.11 - Interpersonal Skills,Not CTE,32.0203 - Undergraduate Entrance/Placement Examination Preparation,Noncredit CIP,0
4930.11 - Interpersonal Skills,Not CTE,32.0204 - Graduate/Professional School Entrance Examination Preparation,Noncredit CIP,0
4930.11 - Interpersonal Skills,Not CTE,32.0205 - Professional Certification/Licensure Examination Preparation,Noncredit CIP,0
4930.11 - Interpersonal Skills,Not CTE,"32.0299 - General Exam Preparation and Test-Taking Skills, Other",Noncredit CIP,0
4930.11 - Interpersonal Skills,Not CTE,"35.0101 - Interpersonal and Social Skills, General",Noncredit CIP,6
4930.12 - Job Seeking/Changing Skills,Not CTE,13.1102 - College Student Counseling and Personnel Services,Both,0
4930.12 - Job Seeking/Changing Skills,Not CTE,"13.1199 - Student Counseling and Personnel Services, Other",Both,0
4930.12 - Job Seeking/Changing Skills,Not CTE,"23.1303 - Professional, Technical, Business, and Scientific Writing",Not CTE,1
4930.12 - Job Seeking/Changing Skills,Not CTE,24.0102 - General Studies,Not CTE,0
4930.12 - Job Seeking/Changing Skills,Not CTE,30.0001 - Comprehensive Transition and Postsecondary (CTP) Program,Not CTE,0
4930.12 - Job Seeking/Changing Skills,Not CTE,"32.0101 - Basic Skills and Developmental/Remedial Education, General",Noncredit CIP,0
4930.12 - Job Seeking/Changing Skills,Not CTE,32.0104 - Developmental/Remedial Mathematics,Noncredit CIP,0
4930.12 - Job Seeking/Changing Skills,Not CTE,32.0105 - Job-Seeking/Changing Skills,Noncredit CIP,35
4930.12 - Job Seeking/Changing Skills,Not CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
4930.12 - Job Seeking/Changing Skills,Not CTE,32.0108 - Developmental/Remedial English,Noncredit CIP,0
4930.12 - Job Seeking/Changing Skills,Not CTE,32.0109 - Second Language Learning,Noncredit CIP,0
4930.12 - Job Seeking/Changing Skills,Not CTE,32.0110 - Basic Computer Skills,Noncredit CIP,0
4930.12 - Job Seeking/Changing Skills,Not CTE,32.0111 - Workforce Development and Training,Noncredit CIP,1
4930.12 - Job Seeking/Changing Skills,Not CTE,32.0112 - Accent Reduction/Modification,Noncredit CIP,0
4930.12 - Job Seeking/Changing Skills,Not CTE,"32.0199 - Basic Skills and Developmental/Remedial Education, Other",Noncredit CIP,2
4930.12 - Job Seeking/Changing Skills,Not CTE,"32.0201 - Exam Preparation and Test-Taking Skills, General",Noncredit CIP,0
4930.12 - Job Seeking/Changing Skills,Not CTE,32.0202 - High School Equivalent Exam Preparation,Noncredit CIP,0
4930.12 - Job Seeking/Changing Skills,Not CTE,32.0203 - Undergraduate Entrance/Placement Examination Preparation,Noncredit CIP,0
4930.12 - Job Seeking/Changing Skills,Not CTE,32.0204 - Graduate/Professional School Entrance Examination Preparation,Noncredit CIP,0
4930.12 - Job Seeking/Changing Skills,Not CTE,32.0205 - Professional Certification/Licensure Examination Preparation,Noncredit CIP,0
4930.12 - Job Seeking/Changing Skills,Not CTE,"32.0299 - General Exam Preparation and Test-Taking Skills, Other",Noncredit CIP,0
4930.12 - Job Seeking/Changing Skills,Not CTE,52.0204 - Office Management and Supervision,CTE,1
4930.13 - Academic Guidance,Not CTE,13.1102 - College Student Counseling and Personnel Services,Both,0
4930.13 - Academic Guidance,Not CTE,"13.1199 - Student Counseling and Personnel Services, Other",Both,0
4930.13 - Academic Guidance,Not CTE,24.0102 - General Studies,Not CTE,0
4930.13 - Academic Guidance,Not CTE,"32.0101 - Basic Skills and Developmental/Remedial Education, General",Noncredit CIP,0
4930.13 - Academic Guidance,Not CTE,32.0104 - Developmental/Remedial Mathematics,Noncredit CIP,0
4930.13 - Academic Guidance,Not CTE,32.0105 - Job-Seeking/Changing Skills,Noncredit CIP,14
4930.13 - Academic Guidance,Not CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
4930.13 - Academic Guidance,Not CTE,32.0108 - Developmental/Remedial English,Noncredit CIP,0
4930.13 - Academic Guidance,Not CTE,32.0109 - Second Language Learning,Noncredit CIP,0
4930.13 - Academic Guidance,Not CTE,32.0110 - Basic Computer Skills,Noncredit CIP,0
4930.13 - Academic Guidance,Not CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
4930.13 - Academic Guidance,Not CTE,32.0112 - Accent Reduction/Modification,Noncredit CIP,0
4930.13 - Academic Guidance,Not CTE,"32.0199 - Basic Skills and Developmental/Remedial Education, Other",Noncredit CIP,0
4930.13 - Academic Guidance,Not CTE,"32.0201 - Exam Preparation and Test-Taking Skills, General",Noncredit CIP,0
4930.13 - Academic Guidance,Not CTE,32.0202 - High School Equivalent Exam Preparation,Noncredit CIP,0
4930.13 - Academic Guidance,Not CTE,32.0203 - Undergraduate Entrance/Placement Examination Preparation,Noncredit CIP,0
4930.13 - Academic Guidance,Not CTE,32.0204 - Graduate/Professional School Entrance Examination Preparation,Noncredit CIP,0
4930.13 - Academic Guidance,Not CTE,32.0205 - Professional Certification/Licensure Examination Preparation,Noncredit CIP,0
4930.13 - Academic Guidance,Not CTE,"32.0299 - General Exam Preparation and Test-Taking Skills, Other",Noncredit CIP,0
4930.13 - Academic Guidance,Not CTE,53.0201 - High School Equivalence Certificate Program,Noncredit CIP,1
4930.14 - Study Skills,Not CTE,25.0101 - Library and Information Science,Not CTE,1
4930.14 - Study Skills,Not CTE,"32.0101 - Basic Skills and Developmental/Remedial Education, General",Noncredit CIP,0
4930.14 - Study Skills,Not CTE,32.0104 - Developmental/Remedial Mathematics,Noncredit CIP,0
4930.14 - Study Skills,Not CTE,32.0105 - Job-Seeking/Changing Skills,Noncredit CIP,0
4930.14 - Study Skills,Not CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
4930.14 - Study Skills,Not CTE,32.0108 - Developmental/Remedial English,Noncredit CIP,0
4930.14 - Study Skills,Not CTE,32.0109 - Second Language Learning,Noncredit CIP,0
4930.14 - Study Skills,Not CTE,32.0110 - Basic Computer Skills,Noncredit CIP,0
4930.14 - Study Skills,Not CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
4930.14 - Study Skills,Not CTE,32.0112 - Accent Reduction/Modification,Noncredit CIP,0
4930.14 - Study Skills,Not CTE,"32.0199 - Basic Skills and Developmental/Remedial Education, Other",Noncredit CIP,18
4930.14 - Study Skills,Not CTE,"32.0201 - Exam Preparation and Test-Taking Skills, General",Noncredit CIP,0
4930.14 - Study Skills,Not CTE,32.0202 - High School Equivalent Exam Preparation,Noncredit CIP,0
4930.14 - Study Skills,Not CTE,32.0203 - Undergraduate Entrance/Placement Examination Preparation,Noncredit CIP,0
4930.14 - Study Skills,Not CTE,32.0204 - Graduate/Professional School Entrance Examination Preparation,Noncredit CIP,0
4930.14 - Study Skills,Not CTE,32.0205 - Professional Certification/Licensure Examination Preparation,Noncredit CIP,0
4930.14 - Study Skills,Not CTE,"32.0299 - General Exam Preparation and Test-Taking Skills, Other",Noncredit CIP,0
"4930.30 - Learning Skills, Disabled",Not CTE,"32.0101 - Basic Skills and Developmental/Remedial Education, General",Noncredit CIP,0
"4930.30 - Learning Skills, Disabled",Not CTE,32.0104 - Developmental/Remedial Mathematics,Noncredit CIP,0
"4930.30 - Learning Skills, Disabled",Not CTE,32.0105 - Job-Seeking/Changing Skills,Noncredit CIP,0
"4930.30 - Learning Skills, Disabled",Not CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
"4930.30 - Learning Skills, Disabled",Not CTE,32.0108 - Developmental/Remedial English,Noncredit CIP,0
"4930.30 - Learning Skills, Disabled",Not CTE,32.0109 - Second Language Learning,Noncredit CIP,0
"4930.30 - Learning Skills, Disabled",Not CTE,32.0110 - Basic Computer Skills,Noncredit CIP,0
"4930.30 - Learning Skills, Disabled",Not CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
"4930.30 - Learning Skills, Disabled",Not CTE,32.0112 - Accent Reduction/Modification,Noncredit CIP,0
"4930.30 - Learning Skills, Disabled",Not CTE,"32.0199 - Basic Skills and Developmental/Remedial Education, Other",Noncredit CIP,3
"4930.30 - Learning Skills, Disabled",Not CTE,"32.0201 - Exam Preparation and Test-Taking Skills, General",Noncredit CIP,0
"4930.30 - Learning Skills, Disabled",Not CTE,32.0202 - High School Equivalent Exam Preparation,Noncredit CIP,0
"4930.30 - Learning Skills, Disabled",Not CTE,32.0203 - Undergraduate Entrance/Placement Examination Preparation,Noncredit CIP,0
"4930.30 - Learning Skills, Disabled",Not CTE,32.0204 - Graduate/Professional School Entrance Examination Preparation,Noncredit CIP,0
"4930.30 - Learning Skills, Disabled",Not CTE,32.0205 - Professional Certification/Licensure Examination Preparation,Noncredit CIP,0
"4930.30 - Learning Skills, Disabled",Not CTE,"32.0299 - General Exam Preparation and Test-Taking Skills, Other",Noncredit CIP,0
"4930.31 - Living Skills, Disabled",Not CTE,30.0001 - Comprehensive Transition and Postsecondary (CTP) Program,Not CTE,1
"4930.31 - Living Skills, Disabled",Not CTE,"32.0101 - Basic Skills and Developmental/Remedial Education, General",Noncredit CIP,0
"4930.31 - Living Skills, Disabled",Not CTE,32.0104 - Developmental/Remedial Mathematics,Noncredit CIP,0
"4930.31 - Living Skills, Disabled",Not CTE,32.0105 - Job-Seeking/Changing Skills,Noncredit CIP,0
"4930.31 - Living Skills, Disabled",Not CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
"4930.31 - Living Skills, Disabled",Not CTE,32.0108 - Developmental/Remedial English,Noncredit CIP,0
"4930.31 - Living Skills, Disabled",Not CTE,32.0109 - Second Language Learning,Noncredit CIP,0
"4930.31 - Living Skills, Disabled",Not CTE,32.0110 - Basic Computer Skills,Noncredit CIP,0
"4930.31 - Living Skills, Disabled",Not CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
"4930.31 - Living Skills, Disabled",Not CTE,32.0112 - Accent Reduction/Modification,Noncredit CIP,0
"4930.31 - Living Skills, Disabled",Not CTE,"32.0199 - Basic Skills and Developmental/Remedial Education, Other",Noncredit CIP,1
"4930.31 - Living Skills, Disabled",Not CTE,"32.0201 - Exam Preparation and Test-Taking Skills, General",Noncredit CIP,0
"4930.31 - Living Skills, Disabled",Not CTE,32.0202 - High School Equivalent Exam Preparation,Noncredit CIP,0
"4930.31 - Living Skills, Disabled",Not CTE,32.0203 - Undergraduate Entrance/Placement Examination Preparation,Noncredit CIP,0
"4930.31 - Living Skills, Disabled",Not CTE,32.0204 - Graduate/Professional School Entrance Examination Preparation,Noncredit CIP,0
"4930.31 - Living Skills, Disabled",Not CTE,32.0205 - Professional Certification/Licensure Examination Preparation,Noncredit CIP,0
"4930.31 - Living Skills, Disabled",Not CTE,"32.0299 - General Exam Preparation and Test-Taking Skills, Other",Noncredit CIP,0
"4930.32 - Learning Skills, Learning Disabled",Not CTE,"32.0101 - Basic Skills and Developmental/Remedial Education, General",Noncredit CIP,0
"4930.32 - Learning Skills, Learning Disabled",Not CTE,32.0104 - Developmental/Remedial Mathematics,Noncredit CIP,0
"4930.32 - Learning Skills, Learning Disabled",Not CTE,32.0105 - Job-Seeking/Changing Skills,Noncredit CIP,0
"4930.32 - Learning Skills, Learning Disabled",Not CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
"4930.32 - Learning Skills, Learning Disabled",Not CTE,32.0108 - Developmental/Remedial English,Noncredit CIP,0
"4930.32 - Learning Skills, Learning Disabled",Not CTE,32.0109 - Second Language Learning,Noncredit CIP,0
"4930.32 - Learning Skills, Learning Disabled",Not CTE,32.0110 - Basic Computer Skills,Noncredit CIP,0
"4930.32 - Learning Skills, Learning Disabled",Not CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
"4930.32 - Learning Skills, Learning Disabled",Not CTE,32.0112 - Accent Reduction/Modification,Noncredit CIP,0
"4930.32 - Learning Skills, Learning Disabled",Not CTE,"32.0199 - Basic Skills and Developmental/Remedial Education, Other",Noncredit CIP,1
"4930.32 - Learning Skills, Learning Disabled",Not CTE,"32.0201 - Exam Preparation and Test-Taking Skills, General",Noncredit CIP,0
"4930.32 - Learning Skills, Learning Disabled",Not CTE,32.0202 - High School Equivalent Exam Preparation,Noncredit CIP,0
"4930.32 - Learning Skills, Learning Disabled",Not CTE,32.0203 - Undergraduate Entrance/Placement Examination Preparation,Noncredit CIP,0
"4930.32 - Learning Skills, Learning Disabled",Not CTE,32.0204 - Graduate/Professional School Entrance Examination Preparation,Noncredit CIP,0
"4930.32 - Learning Skills, Learning Disabled",Not CTE,32.0205 - Professional Certification/Licensure Examination Preparation,Noncredit CIP,0
"4930.32 - Learning Skills, Learning Disabled",Not CTE,"32.0299 - General Exam Preparation and Test-Taking Skills, Other",Noncredit CIP,0
"4930.32 - Learning Skills, Learning Disabled",Not CTE,52.0408 - General Office Occupations and Clerical Services,CTE,1
"4930.33 - Learning Skills, Speech Impaired",Not CTE,"32.0101 - Basic Skills and Developmental/Remedial Education, General",Noncredit CIP,0
"4930.33 - Learning Skills, Speech Impaired",Not CTE,32.0104 - Developmental/Remedial Mathematics,Noncredit CIP,0
"4930.33 - Learning Skills, Speech Impaired",Not CTE,32.0105 - Job-Seeking/Changing Skills,Noncredit CIP,0
"4930.33 - Learning Skills, Speech Impaired",Not CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
"4930.33 - Learning Skills, Speech Impaired",Not CTE,32.0108 - Developmental/Remedial English,Noncredit CIP,0
"4930.33 - Learning Skills, Speech Impaired",Not CTE,32.0109 - Second Language Learning,Noncredit CIP,0
"4930.33 - Learning Skills, Speech Impaired",Not CTE,32.0110 - Basic Computer Skills,Noncredit CIP,0
"4930.33 - Learning Skills, Speech Impaired",Not CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
"4930.33 - Learning Skills, Speech Impaired",Not CTE,32.0112 - Accent Reduction/Modification,Noncredit CIP,0
"4930.33 - Learning Skills, Speech Impaired",Not CTE,"32.0199 - Basic Skills and Developmental/Remedial Education, Other",Noncredit CIP,0
"4930.33 - Learning Skills, Speech Impaired",Not CTE,"32.0201 - Exam Preparation and Test-Taking Skills, General",Noncredit CIP,0
"4930.33 - Learning Skills, Speech Impaired",Not CTE,32.0202 - High School Equivalent Exam Preparation,Noncredit CIP,0
"4930.33 - Learning Skills, Speech Impaired",Not CTE,32.0203 - Undergraduate Entrance/Placement Examination Preparation,Noncredit CIP,0
"4930.33 - Learning Skills, Speech Impaired",Not CTE,32.0204 - Graduate/Professional School Entrance Examination Preparation,Noncredit CIP,0
"4930.33 - Learning Skills, Speech Impaired",Not CTE,32.0205 - Professional Certification/Licensure Examination Preparation,Noncredit CIP,0
"4930.33 - Learning Skills, Speech Impaired",Not CTE,"32.0299 - General Exam Preparation and Test-Taking Skills, Other",Noncredit CIP,0
4930.60 - Elementary Education (Grades 1-8),Not CTE,"32.0101 - Basic Skills and Developmental/Remedial Education, General",Noncredit CIP,13
4930.60 - Elementary Education (Grades 1-8),Not CTE,32.0104 - Developmental/Remedial Mathematics,Noncredit CIP,0
4930.60 - Elementary Education (Grades 1-8),Not CTE,32.0105 - Job-Seeking/Changing Skills,Noncredit CIP,0
4930.60 - Elementary Education (Grades 1-8),Not CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
4930.60 - Elementary Education (Grades 1-8),Not CTE,32.0108 - Developmental/Remedial English,Noncredit CIP,0
4930.60 - Elementary Education (Grades 1-8),Not CTE,32.0109 - Second Language Learning,Noncredit CIP,0
4930.60 - Elementary Education (Grades 1-8),Not CTE,32.0110 - Basic Computer Skills,Noncredit CIP,0
4930.60 - Elementary Education (Grades 1-8),Not CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
4930.60 - Elementary Education (Grades 1-8),Not CTE,32.0112 - Accent Reduction/Modification,Noncredit CIP,0
4930.60 - Elementary Education (Grades 1-8),Not CTE,"32.0199 - Basic Skills and Developmental/Remedial Education, Other",Noncredit CIP,0
